Title,Price,Description,Link,Date,Usage
Zeer veel Antieke kasten | Op kleur gemaakt | uitneembaar,Op aanvraag,Deze kast is een van de vele kasten welke bij ons in de hal staan. Professioneel schoongemaakt en je kunt zelf de inhoud en kleur,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-kasten/a1451935144-zeer-veel-antieke-kasten-op-kleur-gemaakt-uitneembaar,Vandaag,No usage
Plaatsnaambord met eigen plaatsnaam in vintage / retro stijl,"€ 35,00","Een oud plaatsnaambord van je eigen woonplaats aan de muur? Door de verweerde stijl, het roesteffect en het oude lettertype krijgt",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-wandborden-en-tegels/a1488085740-plaatsnaambord-met-eigen-plaatsnaam-in-vintage-retro-stijl,Vandaag,Verzenden
"Beeld, Hercules - Hout - 17e eeuw","€ 2.300,00",Antieke houten figuur van hercules 17e eeuw vroegere reparaties en vervangingen hoogte: 84 cm conditie is in overeenstemming met d,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509863052-beeld-hercules-hout-17e-eeuw,Vandaag,No usage
"Antieke Lombok Pedang - kris, keris - kris - keris - krissen",Gereserveerd,Lombok pedang luwuk - pedang - lombok abad xviii-era (18e eeuw) - luwuk wilah (kling) met een prachtige versie van pamor bendo seg,https://www.marktplaats.nl/v/antiek-en-kunst/kunst-niet-westerse-kunst/a1510016982-antieke-lombok-pedang-kris-keris-kris-keris-krissen,Vandaag,Ophalen of Verzenden
GEVRAAGD OUDE BERKEL SNIJMACHINE VLEESSNIJMACHINE HANDWIEL,Zie omschrijving,Te koop gevraagd / gezocht oude berkel vlees snijmachines snijmachine vleessnijmachines vleessnijmachine vleesmachine snij machine,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-keukenbenodigdheden/a1479738494-gevraagd-oude-berkel-snijmachine-vleessnijmachine-handwiel,Vandaag,No usage
Antieke/Vintage Set Drank Kabinet & Commode Jaren ‘40/‘50,"€ 395,00","Hallo, hierbij biedt ik een meubelset aan, bestaande uit een drank kabinet en een commode.",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-kasten/m2226636231-antieke-vintage-set-drank-kabinet-commode-jaren-40-50,Vandaag,Ophalen
Zeer veel Antieke kasten | Op kleur gemaakt | uitneembaar,Op aanvraag,Deze kast is een van de vele kasten welke bij ons in de hal staan. Professioneel schoongemaakt en je kunt zelf de inhoud en kleur,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-kasten/a1451935144-zeer-veel-antieke-kasten-op-kleur-gemaakt-uitneembaar,Vandaag,No usage
Zeer veel antieke kasten | Op maat gemaakt | uitneembaar,N.o.t.k.,Al tientallen jaren is het inboedelhuis gespecialiseerd in het renoveren van antiek. Wij selecteren deze zelf om met zekerheid hog,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-kasten/a1435146605-zeer-veel-antieke-kasten-op-maat-gemaakt-uitneembaar,Vandaag,No usage
"Veel brocante kledingkasten, oude kast, vintage kast, Buffet",N.o.t.k.,"Zoekt u een unieke kast of meubelstuk voor uw interieur? Wij verkopen goede, kwalitatieve en duurzame meubels van 120 jaar oud. Wi",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-meubels-kasten/a1000367052-veel-brocante-kledingkasten-oude-kast-vintage-kast-buffet,Vandaag,No usage
partij van 17 antieke klokken € 200,Bieden,17 antieke klokken voor € 200 per stuk. Deze prijs is alleen bij aankoop van de gehele partij. Zie fotos voor neer info. Anti,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-klokken/m2226275322-partij-van-17-antieke-klokken-200,Vandaag,Ophalen
Plaatsnaambord met eigen plaatsnaam in vintage / retro stijl,"€ 35,00","Een oud plaatsnaambord van je eigen woonplaats aan de muur? Door de verweerde stijl, het roesteffect en het oude lettertype krijgt",https://www.marktplaats.nl/v/antiek-en-kunst/antiek-wandborden-en-tegels/a1488085740-plaatsnaambord-met-eigen-plaatsnaam-in-vintage-retro-stijl,Vandaag,Verzenden
"Beeld, Hercules - Hout - 17e eeuw","€ 2.300,00",Antieke houten figuur van hercules 17e eeuw vroegere reparaties en vervangingen hoogte: 84 cm conditie is in overeenstemming met d,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509863052-beeld-hercules-hout-17e-eeuw,Vandaag,No usage
Antieke bloemenstandaards,Bieden,"2 stuks antieke bloemenstandaards, hand gesmeed vakwerk.(Engels). Prachtig voor in een serre. Hoogte 85 cm/maat voor de binnenpot",https://www.marktplaats.nl/v/antiek-en-kunst/curiosa-en-brocante/m2226399253-antieke-bloemenstandaards,Vandaag,Ophalen
Boekenkast - Hout - antieke boekenmolen,"€ 310,00",Antieke boekenmolen met zeer fraaie afwerking boekenmolen staat op wieltjes en is draaibaar onderste laag maximale hoogte 31 cm bo,https://www.marktplaats.nl/v/antiek-en-kunst/antiek-overige-antiek/a1509935408-boekenkast-hout-antieke-boekenmolen,Vandaag,No usage
